year,age,sex,helping_others,social_usefulness
2006,41,male,not_important,neither
2006,39,male,important,important
2006,58,male,very_important,very_important
2006,30,female,important,neither
2006,52,male,very_important,very_important
2006,37,male,very_important,very_important
2006,47,female,important,very_important
2006,42,female,very_important,very_important
2006,32,female,very_important,very_important
2006,37,female,very_important,very_important
2006,49,female,very_important,very_important
2006,44,female,important,important
2006,56,male,very_important,very_important
2006,33,male,very_important,very_important
2006,39,male,important,very_important
2006,39,male,neither,important
2006,26,female,important,important
2006,38,male,important,important
2006,28,male,very_important,very_important
2006,28,female,important,neither
2006,51,female,neither,neither
2006,20,male,not_important,not_important
2006,63,male,important,important
2006,38,female,very_important,very_important
2006,44,female,very_important,very_important
2006,52,male,very_important,important
2006,28,female,not_important,important
2006,22,female,important,important
2006,25,female,important,important
2006,49,female,important,important
2006,62,female,very_important,very_important
2006,20,male,important,important
2006,62,female,very_important,important
2006,64,male,very_important,important
2006,30,male,very_important,very_important
2006,41,male,very_important,very_important
2006,43,female,very_important,very_important
2006,44,female,very_important,very_important
2006,20,female,important,important
2006,44,male,very_important,not_important
2006,34,female,very_important,very_important
2006,47,male,very_important,very_important
2006,32,male,very_important,very_important
2006,37,female,important,important
2006,24,female,very_important,very_important
2006,65,male,very_important,very_important
2006,55,male,important,important
2006,52,male,very_important,very_important
2006,50,male,important,very_important
2006,69,male,important,very_important
2006,86,female,neither,important
2006,67,female,important,important
2006,54,female,very_important,very_important
2006,83,female,important,important
2006,47,male,important,very_important
2006,36,male,important,important
2006,74,female,very_important,very_important
2006,19,male,very_important,important
2006,43,female,neither,important
2006,56,male,very_important,very_important
2006,22,male,important,neither
2006,42,male,very_important,very_important
2006,34,male,not_important,important
2006,25,female,very_important,very_important
2006,38,male,not_important,very_important
2006,54,male,very_important,important
2006,34,female,very_important,very_important
2006,39,male,very_important,important
2006,44,male,very_important,very_important
2006,34,female,very_important,very_important
2006,18,male,very_important,very_important
2006,52,male,important,very_important
2006,40,male,very_important,neither
2006,34,male,neither,neither
2006,30,female,not_important,not_important
2006,58,male,neither,neither
2006,65,female,important,neither
2006,19,female,very_important,very_important
2006,47,male,important,neither
2006,60,male,very_important,very_important
2006,46,female,important,important
2006,22,male,neither,very_important
2006,29,female,very_important,very_important
2006,61,male,very_important,very_important
2006,32,male,important,very_important
2006,21,female,very_important,very_important
2006,59,female,very_important,very_important
2006,83,male,important,important
2006,59,male,very_important,important
2006,65,female,very_important,very_important
2006,48,female,very_important,important
2006,52,female,very_important,very_important
2006,77,female,very_important,very_important
2006,52,male,very_important,very_important
2006,36,female,important,very_important
2006,63,female,very_important,very_important
2006,54,female,very_important,very_important
2006,39,female,important,important
2006,27,male,important,very_important
2006,62,male,important,very_important
2006,44,male,very_important,very_important
2006,35,female,very_important,very_important
2006,40,male,very_important,very_important
2006,55,female,very_important,very_important
2006,53,male,important,important
2006,76,male,important,important
2006,42,male,neither,neither
2006,51,male,neither,neither
2006,39,male,important,important
2006,49,male,very_important,very_important
2006,22,male,important,not_important_at_all
2006,86,male,important,important
2006,39,male,very_important,very_important
2006,51,male,neither,neither
2006,47,female,important,not_important
2006,43,male,important,important
2006,48,female,very_important,very_important
2006,76,female,very_important,very_important
2006,21,female,important,very_important
2006,73,male,very_important,important
2006,80,male,very_important,not_important
2006,49,male,very_important,very_important
2006,32,female,very_important,very_important
2006,41,female,very_important,very_important
2006,29,male,neither,neither
2006,47,male,important,very_important
2006,46,male,important,very_important
2006,63,female,important,important
2006,48,female,very_important,important
2006,54,female,important,very_important
2006,34,male,very_important,very_important
2006,29,female,important,important
2006,77,male,not_important,important
2006,36,female,very_important,important
2006,27,male,very_important,very_important
2006,62,female,very_important,very_important
2006,54,male,very_important,very_important
2006,NA,female,very_important,very_important
2006,21,male,very_important,very_important
2006,84,female,very_important,very_important
2006,29,female,important,important
2006,33,female,neither,important
2006,41,male,important,very_important
2006,73,female,very_important,very_important
2006,40,female,important,neither
2006,40,male,important,important
2006,28,female,important,important
2006,20,male,very_important,very_important
2006,29,female,very_important,very_important
2006,19,male,important,very_important
2006,24,female,very_important,important
2006,56,female,important,important
2006,30,female,important,important
2006,51,female,very_important,very_important
2006,41,female,important,important
2006,53,female,very_important,very_important
2006,70,male,important,neither
2006,58,female,important,important
2006,63,female,important,important
2006,71,male,very_important,very_important
2006,43,male,not_important,not_important
2006,54,female,important,important
2006,48,male,important,important
2006,38,female,important,not_important
2006,76,female,important,important
2006,55,female,very_important,important
2006,55,male,very_important,important
2006,62,male,very_important,very_important
2006,26,female,very_important,very_important
2006,28,male,important,very_important
2006,46,female,important,important
2006,33,male,very_important,very_important
2006,55,female,important,important
2006,48,female,very_important,important
2006,58,male,very_important,very_important
2006,32,female,very_important,important
2006,28,female,very_important,very_important
2006,47,female,important,important
2006,56,female,very_important,very_important
2006,48,male,very_important,very_important
2006,56,female,important,important
2006,47,male,neither,neither
2006,62,female,very_important,important
2006,31,female,important,important
2006,40,male,neither,important
2006,41,male,important,important
2006,32,male,important,very_important
2006,35,male,important,very_important
2006,26,female,important,important
2006,48,female,very_important,not_important_at_all
2006,49,female,very_important,very_important
2006,88,female,important,important
2006,41,male,important,important
2006,41,female,important,important
2006,38,female,very_important,very_important
2006,58,female,very_important,very_important
2006,23,female,very_important,very_important
2006,31,female,very_important,very_important
2006,53,female,important,important
2006,59,male,very_important,important
2006,76,female,very_important,important
2006,49,female,important,important
2006,35,male,very_important,very_important
2006,64,female,important,important
2006,54,male,important,important
2006,52,male,neither,neither
2006,54,male,very_important,important
2006,55,female,neither,not_important
2006,61,male,important,important
2006,40,female,neither,neither
2006,30,male,very_important,very_important
2006,58,male,very_important,very_important
2006,38,female,important,important
2006,20,male,important,important
2006,48,female,important,important
2006,39,male,important,important
2006,50,male,important,very_important
2006,57,male,very_important,important
2006,68,female,important,important
2006,36,female,very_important,very_important
2006,NA,male,important,important
2006,25,female,important,very_important
2006,48,female,very_important,very_important
2006,54,male,important,important
2006,58,female,important,important
2006,73,female,very_important,very_important
2006,48,male,neither,neither
2006,80,female,very_important,important
2006,63,female,very_important,very_important
2006,20,male,neither,important
2006,83,male,very_important,important
2006,28,female,very_important,very_important
2006,72,male,important,important
2006,19,female,very_important,very_important
2006,38,male,very_important,very_important
2006,54,female,very_important,very_important
2006,27,female,important,very_important
2006,40,male,neither,important
2006,29,male,neither,very_important
2006,31,male,important,important
2006,83,female,important,important
2006,40,female,neither,important
2006,18,female,important,neither
2006,57,male,very_important,very_important
2006,48,female,very_important,very_important
2006,40,female,important,very_important
2006,81,male,very_important,very_important
2006,68,female,very_important,important
2006,77,female,very_important,not_important
2006,61,female,important,important
2006,56,female,very_important,very_important
2006,76,male,important,important
2006,33,male,important,important
2006,60,female,important,important
2006,58,female,important,very_important
2006,41,female,important,important
2006,35,female,very_important,very_important
2006,46,female,important,important
2006,24,male,important,important
2006,44,female,very_important,very_important
2006,35,male,very_important,very_important
2006,49,male,important,important
2006,59,male,very_important,very_important
2006,67,female,very_important,very_important
2006,44,female,very_important,important
2006,44,male,important,important
2006,48,male,important,important
2006,24,male,important,very_important
2006,31,male,very_important,very_important
2006,46,female,important,important
2006,50,female,important,important
2006,32,female,important,important
2006,57,female,important,important
2006,66,male,very_important,important
2006,27,female,important,important
2006,59,male,very_important,important
2006,19,female,important,important
2006,44,male,very_important,very_important
2006,78,male,important,important
2006,36,female,important,very_important
2006,56,male,important,important
2006,43,male,very_important,very_important
2006,40,female,important,important
2006,41,female,very_important,not_important
2006,73,female,very_important,very_important
2006,42,female,important,important
2006,62,female,important,very_important
2006,51,male,important,important
2006,46,female,very_important,very_important
2006,68,male,important,very_important
2006,27,female,important,very_important
2006,22,male,important,neither
2006,75,female,important,important
2006,25,male,important,very_important
2006,24,female,important,important
2006,36,female,important,important
2006,35,male,neither,neither
2006,32,male,neither,important
2006,44,female,very_important,very_important
2006,82,male,important,very_important
2006,47,female,important,important
2006,30,male,important,very_important
2006,20,male,very_important,very_important
2006,33,female,very_important,very_important
2006,72,male,important,important
2006,41,female,important,important
2006,53,male,important,important
2006,77,female,important,very_important
2006,50,male,neither,important
2006,31,female,important,important
2006,81,female,important,important
2006,67,male,important,important
2006,56,female,important,important
2006,45,male,important,very_important
2006,70,male,important,important
2006,45,male,important,important
2006,57,female,very_important,very_important
2006,63,female,important,very_important
2006,78,female,very_important,very_important
2006,55,female,not_important,neither
2006,27,male,very_important,very_important
2006,61,female,very_important,very_important
2006,85,male,important,important
2006,30,female,important,very_important
2006,36,female,important,important
2006,22,male,very_important,very_important
2006,78,male,important,important
2006,NA,female,important,very_important
2006,69,female,very_important,important
2006,65,male,neither,important
2006,54,male,very_important,very_important
2006,50,male,very_important,very_important
2006,58,female,important,important
2006,53,male,very_important,very_important
2006,48,male,very_important,very_important
2006,63,female,important,important
2006,24,male,important,very_important
2006,48,female,very_important,very_important
2006,28,female,very_important,very_important
2006,47,male,important,neither
2006,27,female,very_important,very_important
2006,64,female,important,important
2006,49,female,important,important
2006,42,female,important,important
2006,21,male,neither,important
2006,28,male,neither,important
2006,33,male,neither,important
2006,58,male,neither,important
2006,58,male,very_important,very_important
2006,52,female,very_important,very_important
2006,79,female,important,important
2006,37,male,very_important,very_important
2006,23,female,important,important
2006,76,male,important,important
2006,62,male,important,important
2006,85,female,important,very_important
2006,22,female,important,neither
2006,32,female,important,important
2006,31,male,very_important,very_important
2006,89,female,important,very_important
2006,47,male,very_important,important
2006,46,male,important,neither
2006,76,female,very_important,very_important
2006,36,male,important,very_important
2006,31,female,very_important,very_important
2006,41,male,very_important,very_important
2006,60,female,very_important,very_important
2006,51,male,very_important,very_important
2006,36,male,very_important,important
2006,27,male,important,important
2006,19,male,neither,important
2006,22,female,very_important,very_important
2006,51,female,important,important
2006,48,male,neither,important
2006,27,female,very_important,important
2006,40,female,very_important,very_important
2006,32,female,important,important
2006,44,female,very_important,very_important
2006,72,female,important,important
2006,34,female,important,very_important
2006,47,female,very_important,very_important
2006,47,female,very_important,very_important
2006,47,male,very_important,very_important
2006,36,male,important,important
2006,26,female,important,not_important
2006,73,female,important,important
2006,32,female,important,important
2006,20,female,very_important,very_important
2006,49,male,important,very_important
2006,49,female,very_important,very_important
2006,27,female,important,very_important
2006,40,male,not_important,not_important
2006,40,female,important,important
2006,38,female,important,neither
2006,67,female,important,important
2006,76,female,important,very_important
2006,65,female,important,important
2006,54,female,important,important
2006,51,male,important,not_important
2006,29,female,very_important,neither
2006,30,female,very_important,important
2006,57,female,very_important,important
2006,50,female,important,important
2006,26,male,important,important
2006,24,female,very_important,very_important
2006,19,female,very_important,very_important
2006,48,male,important,important
2006,23,male,important,very_important
2006,53,male,important,important
2006,85,female,very_important,very_important
2006,54,male,important,important
2006,40,male,very_important,very_important
2006,36,male,important,important
2006,49,female,very_important,very_important
2006,56,male,very_important,very_important
2006,30,male,important,important
2006,44,female,very_important,important
2006,56,female,important,important
2006,28,male,important,important
2006,59,male,important,important
2006,39,female,very_important,very_important
2006,36,female,important,very_important
2006,50,female,not_important_at_all,important
2006,70,female,very_important,very_important
2006,29,female,very_important,very_important
2006,75,female,very_important,very_important
2006,53,female,important,important
2006,81,female,very_important,very_important
2006,34,female,neither,neither
2006,77,female,very_important,very_important
2006,80,male,important,important
2006,82,male,important,important
2006,43,female,very_important,very_important
2006,25,female,important,important
2006,28,female,very_important,very_important
2006,21,male,important,very_important
2006,64,male,very_important,very_important
2006,72,male,important,important
2006,44,female,very_important,very_important
2006,26,female,important,very_important
2006,57,female,important,important
2006,51,male,very_important,very_important
2006,44,male,very_important,very_important
2006,47,female,very_important,very_important
2006,48,female,very_important,very_important
2006,48,female,neither,important
2006,38,female,important,important
2006,52,female,very_important,very_important
2006,78,female,very_important,very_important
2006,40,male,neither,neither
2006,75,female,important,important
2006,29,male,important,neither
2006,80,female,important,important
2006,37,male,important,important
2006,33,female,very_important,very_important
2006,39,female,important,very_important
2006,22,female,very_important,very_important
2006,36,male,important,important
2006,23,male,very_important,very_important
2006,43,male,very_important,important
2006,53,male,important,very_important
2006,37,female,very_important,very_important
2006,31,female,very_important,very_important
2006,72,female,very_important,very_important
2006,89,female,important,important
2006,63,female,very_important,very_important
2006,32,male,very_important,important
2006,25,female,very_important,important
2006,22,male,neither,neither
2006,39,female,important,important
2006,55,male,very_important,very_important
2006,63,male,very_important,very_important
2006,46,female,very_important,very_important
2006,83,male,neither,neither
2006,54,female,very_important,important
2006,81,female,very_important,very_important
2006,65,male,important,neither
2006,38,male,important,important
2006,44,female,very_important,very_important
2006,77,male,neither,not_important_at_all
2006,61,female,neither,neither
2006,22,male,important,very_important
2006,22,male,important,very_important
2006,55,female,very_important,very_important
2006,79,male,important,important
2006,29,male,neither,important
2006,75,female,not_important_at_all,not_important_at_all
2006,80,female,important,important
2006,53,female,very_important,very_important
2006,59,male,very_important,very_important
2006,36,female,important,important
2006,61,male,important,very_important
2006,68,male,important,neither
2006,64,male,important,very_important
2006,78,male,important,important
2006,71,male,very_important,important
2006,38,male,very_important,very_important
2006,34,male,neither,neither
2006,20,female,very_important,very_important
2006,54,female,very_important,very_important
2006,22,male,important,important
2006,24,male,very_important,very_important
2006,74,male,important,neither
2006,41,male,important,very_important
2006,72,female,very_important,very_important
2006,32,female,very_important,very_important
2006,46,female,important,very_important
2006,66,female,very_important,very_important
2006,44,male,very_important,very_important
2006,59,male,very_important,very_important
2006,52,female,important,important
2006,23,male,important,very_important
2006,57,female,important,very_important
2006,43,male,important,neither
2006,45,female,very_important,very_important
2006,22,male,very_important,neither
2006,71,male,very_important,very_important
2006,35,male,important,important
2006,34,male,neither,neither
2006,39,female,important,important
2006,23,male,important,important
2006,20,male,important,important
2006,29,male,important,important
2006,68,male,important,important
2006,49,female,important,very_important
2006,58,male,very_important,very_important
2006,50,male,important,important
2006,34,female,important,very_important
2006,89,male,neither,neither
2006,59,male,important,important
2006,60,female,very_important,very_important
2006,32,male,important,important
2006,41,female,very_important,very_important
2006,49,female,important,very_important
2006,67,male,very_important,very_important
2006,70,female,very_important,important
2006,41,male,important,important
2006,35,male,important,neither
2006,68,female,important,important
2006,27,male,important,important
2006,29,male,important,very_important
2006,26,female,important,neither
2006,54,female,important,important
2006,31,male,important,important
2006,66,male,very_important,very_important
2006,22,female,important,very_important
2006,53,male,important,very_important
2006,21,male,very_important,very_important
2006,25,female,very_important,very_important
2006,60,female,very_important,very_important
2006,21,female,important,very_important
2006,26,male,important,very_important
2006,57,male,very_important,very_important
2006,33,male,very_important,very_important
2006,54,female,important,important
2006,36,female,very_important,very_important
2006,23,female,very_important,very_important
2006,33,male,very_important,very_important
2006,32,female,important,important
2006,60,male,important,important
2006,38,female,neither,very_important
2006,30,female,important,very_important
2006,29,male,neither,important
2006,51,female,very_important,important
2006,29,male,very_important,very_important
2006,30,male,very_important,very_important
2006,69,female,very_important,important
2006,49,female,important,neither
2006,53,female,important,important
2006,NA,male,very_important,very_important
2006,28,female,very_important,very_important
2006,64,female,not_important,important
2006,41,male,very_important,very_important
2006,68,female,very_important,important
2006,43,male,important,important
2006,72,female,important,important
2006,53,male,neither,not_important_at_all
2006,48,female,important,important
2006,77,female,important,important
2006,38,female,important,important
2006,45,male,important,very_important
2006,57,male,not_important,not_important
2006,32,male,important,very_important
2006,55,male,neither,neither
2006,59,male,very_important,very_important
2006,54,male,important,important
2006,46,female,important,important
2006,49,female,important,important
2006,47,male,important,neither
2006,48,female,important,important
2006,20,male,very_important,neither
2006,33,male,important,very_important
2006,36,male,very_important,very_important
2006,43,male,important,important
2006,30,male,important,important
2006,40,female,important,important
2006,49,female,important,important
2006,58,male,very_important,very_important
2006,39,male,very_important,very_important
2006,37,male,important,important
2006,20,female,very_important,important
2006,29,female,very_important,very_important
2006,53,male,important,very_important
2006,52,male,important,important
2006,45,female,very_important,very_important
2006,33,male,important,important
2006,42,female,important,important
2006,33,female,very_important,very_important
2006,70,male,important,important
2006,35,female,important,important
2006,42,male,very_important,very_important
2006,27,male,very_important,very_important
2006,54,male,important,very_important
2006,67,male,important,important
2006,59,female,important,very_important
2006,43,female,important,very_important
2006,27,male,very_important,important
2006,33,male,important,important
2006,54,female,very_important,very_important
2006,60,female,very_important,very_important
2006,42,male,important,important
2006,47,female,important,important
2006,46,male,very_important,very_important
2006,37,female,very_important,important
2006,44,female,important,important
2006,50,male,neither,very_important
2006,47,male,very_important,very_important
2006,63,female,important,important
2006,59,male,important,important
2006,25,female,very_important,important
2006,59,female,important,very_important
2006,50,male,important,very_important
2006,49,female,very_important,very_important
2006,76,female,important,important
2006,37,female,very_important,very_important
2006,70,female,very_important,very_important
2006,40,female,very_important,very_important
2006,40,female,important,very_important
2006,67,female,important,important
2006,55,female,very_important,important
2006,22,male,neither,important
2006,43,male,very_important,very_important
2006,55,female,important,important
2006,42,female,important,important
2006,61,male,important,important
2006,30,female,very_important,very_important
2006,51,female,important,very_important
2006,44,female,very_important,very_important
2006,45,male,important,important
2006,36,female,very_important,important
2006,32,female,very_important,very_important
2006,25,male,important,very_important
2006,74,female,important,neither
2006,28,male,important,very_important
2006,59,male,very_important,very_important
2006,32,male,important,very_important
2006,29,female,important,very_important
2006,49,female,neither,important
2006,34,female,very_important,important
2006,37,female,important,important
2006,32,male,very_important,important
2006,37,male,neither,important
2006,33,female,very_important,very_important
2006,64,female,very_important,important
2006,56,female,very_important,important
2006,82,female,important,important
2006,78,female,important,very_important
2006,34,male,not_important,important
2006,50,female,neither,neither
2006,20,male,very_important,very_important
2006,38,male,important,important
2006,31,male,important,very_important
2006,54,female,important,important
2006,58,male,very_important,very_important
2006,49,female,important,important
2006,37,female,very_important,important
2006,61,female,important,important
2006,33,female,very_important,very_important
2006,19,female,very_important,very_important
2006,54,male,important,important
2006,34,male,important,important
2006,46,male,important,important
2006,54,female,important,important
2006,60,male,important,important
2006,46,male,important,important
2006,47,male,very_important,important
2006,35,male,very_important,important
2006,37,male,important,important
2006,25,female,very_important,very_important
2006,51,male,important,neither
2006,42,female,important,important
2006,75,female,neither,neither
2006,43,female,neither,very_important
2006,85,male,very_important,important
2006,79,female,not_important_at_all,not_important_at_all
2006,48,male,very_important,very_important
2006,33,male,important,important
2006,60,female,important,very_important
2006,42,male,neither,very_important
2006,68,male,important,important
2006,60,female,important,important
2006,62,female,very_important,very_important
2006,55,male,important,neither
2006,27,male,important,important
2006,23,male,very_important,very_important
2006,29,male,important,important
2006,76,female,neither,important
2006,51,female,important,very_important
2006,61,female,important,important
2006,77,female,important,important
2006,70,female,important,important
2006,27,female,important,neither
2006,60,female,very_important,very_important
2006,40,female,very_important,important
2006,34,female,neither,very_important
2006,33,female,important,important
2006,53,male,important,important
2006,43,female,not_important,neither
2006,51,female,very_important,very_important
2006,63,male,important,important
2006,60,female,important,important
2006,56,female,important,very_important
2006,47,male,very_important,very_important
2006,29,male,very_important,very_important
2006,47,male,neither,not_important
2006,46,male,not_important,not_important
2006,50,male,very_important,important
2006,26,female,neither,neither
2006,43,male,very_important,very_important
2006,37,male,important,important
2006,54,male,very_important,very_important
2006,30,male,important,very_important
2006,37,male,important,important
2006,46,female,very_important,important
2006,63,male,important,important
2006,36,male,important,important
2006,84,female,important,important
2006,57,male,very_important,very_important
2006,36,male,very_important,very_important
2006,55,female,important,very_important
2006,34,female,important,important
2006,81,male,very_important,important
2006,60,female,very_important,very_important
2006,32,female,very_important,very_important
2006,27,female,important,important
2006,52,male,very_important,very_important
2006,27,male,neither,neither
2006,44,male,very_important,very_important
2006,70,female,very_important,very_important
2006,50,male,very_important,very_important
2006,61,female,important,important
2006,54,male,important,neither
2006,54,female,very_important,very_important
2006,42,female,important,important
2006,44,female,important,important
2006,45,male,neither,important
2006,40,male,very_important,very_important
2006,21,female,important,very_important
2006,62,male,important,important
2006,50,female,very_important,very_important
2006,68,female,important,important
2006,45,male,neither,important
2006,38,male,very_important,very_important
2006,50,male,important,important
2006,29,male,very_important,important
2006,41,male,important,important
2006,40,male,important,important
2006,41,female,important,important
2006,37,female,important,very_important
2006,35,female,very_important,very_important
2006,68,female,important,important
2006,31,female,neither,important
2006,40,male,very_important,very_important
2006,56,male,important,important
2006,67,male,important,very_important
2006,38,male,very_important,very_important
2006,47,male,important,important
2006,38,female,important,very_important
2006,62,female,important,important
2006,49,female,important,important
2006,35,male,very_important,very_important
2006,65,male,important,important
2006,36,female,important,important
2006,56,male,very_important,very_important
2006,27,male,important,important
2006,20,female,important,important
2006,75,male,important,very_important
2006,65,male,very_important,very_important
2006,41,female,important,very_important
2006,68,male,important,very_important
2006,75,female,very_important,very_important
2006,28,female,very_important,very_important
2006,46,female,very_important,very_important
2006,59,female,important,important
2006,51,male,very_important,very_important
2006,60,male,important,important
2006,24,male,important,very_important
2006,76,female,important,very_important
2006,48,female,very_important,very_important
2006,77,male,not_important,not_important
2006,70,male,very_important,important
2006,72,female,important,important
2006,53,male,neither,important
2006,47,female,important,very_important
2006,66,male,important,important
2006,58,male,very_important,very_important
2006,78,female,very_important,very_important
2006,19,female,very_important,very_important
2006,36,female,very_important,very_important
2006,40,male,very_important,very_important
2006,44,female,very_important,very_important
2006,30,male,important,important
2006,37,female,important,important
2006,47,male,important,important
2006,44,female,important,important
2006,32,male,not_important,very_important
2006,50,female,very_important,very_important
2006,52,female,very_important,very_important
2006,61,female,very_important,very_important
2006,22,female,very_important,very_important
2006,58,male,very_important,very_important
2006,57,male,important,important
2006,60,male,important,important
2006,27,male,very_important,very_important
2006,41,male,very_important,neither
2006,22,male,very_important,important
2006,44,male,very_important,very_important
2006,67,male,very_important,very_important
2006,47,female,important,very_important
2006,81,female,important,important
2006,62,female,very_important,very_important
2006,26,male,important,important
2006,26,male,important,very_important
2006,23,female,important,important
2006,31,female,important,important
2006,36,female,important,important
2006,23,female,very_important,important
2006,44,female,very_important,very_important
2006,85,male,important,very_important
2006,70,male,very_important,very_important
2006,65,male,important,important
2006,48,male,important,neither
2006,26,male,very_important,very_important
2006,32,male,very_important,neither
2006,44,female,important,very_important
2006,47,male,important,important
2006,39,female,important,important
2006,69,male,very_important,important
2006,35,female,important,important
2006,50,female,important,important
2006,62,male,very_important,very_important
2006,55,male,very_important,very_important
2006,73,male,very_important,important
2006,56,female,important,very_important
2006,33,male,important,important
2006,50,female,important,important
2006,25,male,important,important
2006,49,female,important,important
2006,59,female,important,important
2006,34,male,very_important,very_important
2006,54,female,important,very_important
2006,30,female,important,neither
2006,48,female,very_important,very_important
2006,41,female,important,important
2006,51,female,important,important
2006,45,male,very_important,very_important
2006,36,female,very_important,very_important
2006,28,male,very_important,very_important
2006,53,male,important,important
2006,45,male,very_important,very_important
2006,36,female,important,very_important
2006,42,female,very_important,very_important
2006,24,male,important,neither
2006,28,female,important,important
2006,56,female,important,important
2006,41,female,very_important,very_important
2006,51,female,important,important
2006,24,female,very_important,very_important
2006,45,male,neither,important
2006,42,male,important,important
2006,80,female,important,important
2006,46,male,important,important
2006,32,male,very_important,very_important
2006,38,male,very_important,important
2006,33,female,important,important
2006,67,female,very_important,very_important
2006,34,male,important,important
2006,29,male,neither,important
2006,33,female,very_important,very_important
2006,47,female,important,neither
2006,33,female,very_important,very_important
2006,35,female,very_important,important
2006,64,male,neither,neither
2006,62,female,neither,important
2006,53,male,very_important,very_important
2006,41,male,important,neither
2006,41,male,important,important
2006,39,male,important,important
2006,40,male,important,important
2006,35,female,important,important
2006,19,male,important,important
2006,19,female,very_important,very_important
2006,39,female,very_important,very_important
2006,40,male,very_important,very_important
2006,46,female,important,very_important
2006,45,female,very_important,very_important
2006,33,female,important,important
2006,76,female,important,important
2006,36,male,very_important,very_important
2006,72,male,important,very_important
2006,44,female,neither,important
2006,19,male,important,important
2006,41,male,important,neither
2006,52,male,important,important
2006,35,female,important,important
2006,65,female,important,important
2006,39,male,neither,neither
2006,80,female,very_important,very_important
2006,67,male,very_important,very_important
2006,24,male,important,very_important
2006,52,female,very_important,important
2006,41,female,very_important,very_important
2006,31,female,very_important,very_important
2006,65,female,very_important,important
2006,51,female,not_important_at_all,not_important_at_all
2006,33,female,important,important
2006,75,female,very_important,neither
2006,53,male,very_important,very_important
2006,50,male,very_important,very_important
2006,61,female,important,very_important
2006,34,male,very_important,very_important
2006,53,female,important,important
2006,26,female,very_important,very_important
2006,24,female,important,important
2006,69,male,important,important
2006,34,male,very_important,very_important
2006,24,female,neither,important
2006,48,female,important,important
2006,33,female,important,important
2006,61,male,very_important,very_important
2006,78,female,very_important,not_important
2006,74,female,important,important
2006,37,female,very_important,important
2006,47,male,very_important,very_important
2006,40,female,important,very_important
2006,38,male,important,important
2006,45,female,very_important,important
2006,47,female,very_important,very_important
2006,60,female,important,important
2006,55,male,not_important,not_important
2006,89,female,very_important,very_important
2006,43,female,very_important,very_important
2006,64,female,very_important,very_important
2006,61,female,important,important
2006,70,female,important,important
2006,82,female,important,important
2006,42,male,very_important,very_important
2006,53,male,very_important,very_important
2006,45,male,very_important,very_important
2006,52,female,important,important
2006,47,male,important,important
2006,29,female,very_important,very_important
2006,69,male,very_important,very_important
2006,29,male,very_important,very_important
2006,26,female,important,important
2006,39,male,important,important
2006,46,male,very_important,very_important
2006,58,female,important,important
2006,63,male,important,very_important
2006,62,male,very_important,very_important
2006,51,female,important,very_important
2006,37,female,very_important,very_important
2006,56,male,very_important,very_important
2006,57,male,very_important,important
2006,38,female,very_important,very_important
2006,57,male,important,important
2006,43,female,very_important,very_important
2006,52,female,very_important,very_important
2006,58,male,important,important
2006,30,female,important,neither
2006,43,female,neither,neither
2006,79,female,very_important,very_important
2006,37,male,important,very_important
2006,66,female,neither,neither
2006,33,female,important,very_important
2006,61,male,very_important,very_important
2006,46,male,very_important,very_important
2006,55,male,important,important
2006,25,male,neither,neither
2006,53,male,important,important
2006,30,female,very_important,very_important
2006,27,male,very_important,important
2006,65,male,important,important
2006,43,female,neither,neither
2006,38,male,important,very_important
2006,52,male,very_important,very_important
2006,33,female,very_important,very_important
2006,38,female,important,neither
2006,39,male,very_important,very_important
2006,89,female,very_important,neither
2006,39,female,very_important,very_important
2006,58,male,very_important,very_important
2006,48,male,very_important,very_important
2006,31,female,very_important,very_important
2006,65,female,important,very_important
2006,54,male,important,important
2006,84,male,important,important
2006,18,female,important,very_important
2006,43,male,very_important,very_important
2006,53,male,very_important,important
2006,45,male,important,important
2006,57,male,very_important,very_important
2006,29,female,important,very_important
2006,28,female,important,important
2006,26,female,very_important,very_important
2006,47,male,important,important
2006,20,female,important,important
2006,26,female,important,important
2006,25,female,important,important
2006,41,female,important,important
2006,28,male,important,important
2006,34,female,very_important,very_important
2006,39,male,important,important
2006,19,male,very_important,important
2006,82,female,important,neither
2006,45,male,important,very_important
2006,47,male,important,not_important
2006,89,female,important,not_important
2006,43,female,important,important
2006,38,male,very_important,very_important
2006,26,male,very_important,very_important
2006,47,female,very_important,very_important
2006,52,male,important,important
2006,69,male,important,important
2006,40,female,very_important,important
2006,37,female,important,important
2006,41,female,very_important,important
2006,61,female,important,very_important
2006,36,female,very_important,important
2006,64,female,important,important
2006,79,female,very_important,important
2006,77,female,important,neither
2006,77,female,very_important,very_important
2006,48,male,very_important,very_important
2006,63,male,very_important,very_important
2006,50,male,very_important,very_important
2006,47,female,important,important
2006,79,female,important,important
2006,66,female,very_important,very_important
2006,31,female,very_important,very_important
2006,66,male,very_important,very_important
2006,33,male,very_important,important
2006,45,female,very_important,very_important
2006,56,male,important,important
2006,54,male,very_important,very_important
2006,52,male,important,important
2006,37,male,very_important,very_important
2006,67,female,very_important,important
2006,67,female,important,neither
2006,42,female,very_important,very_important
2006,72,female,important,important
2006,52,female,not_important,not_important
2006,37,male,very_important,important
2006,21,female,very_important,very_important
2006,33,male,very_important,very_important
2006,35,female,important,important
2006,47,male,important,important
2006,69,female,very_important,very_important
2006,36,female,very_important,very_important
